,DRAM,RF,SRAM,bench,buffer_KB,ctc100,cx,cxx,cxx2,dnn_name,dw_engines,fx,fx2,global_cycles,hxx,mac_utilization,pw1_engines,pw2_engines,total_energy,total_mac_units,wxx
86,1368793600.0,317164008.96,856618817.12,CFHW_SchedulePDP_hwcf,1725.91,25.09,112.0,112.0,84.0,mobilenet_v2,2.0,56.0,42.0,242195.25,36.0,45.82,8.0,6.0,2542576426.08,784.0,36.0
87,1368793600.0,316146439.68,899377299.04,CFHW_SchedulePDP_hwcf,1728.21,22.41,112.0,112.0,42.0,mobilenet_v2,2.0,56.0,84.0,271170.0625,36.0,31.88,8.0,6.0,2584317338.72,784.0,36.0
88,1325254400.0,462673114.56,759545455.6,CFHW_SchedulePDP_hwcf,1659.59,23.14,224.0,56.0,84.0,mobilenet_v2,2.0,112.0,42.0,248072.375,27.0,43.11,8.0,6.0,2547472970.16,784.0,27.0
89,1265796000.0,293516419.2,1013637679.31,CFHW_SchedulePDP_hwcf,1964.79,23.26,112.0,112.0,84.0,mobilenet_v2,2.0,56.0,42.0,225586.25,112.0,44.36,8.0,6.0,2572950098.5099998,784.0,112.0
90,1880838400.0,541451827.2,601524809.6,CFHW_SchedulePDP_hwcf,1582.17,19.43,112.0,112.0,84.0,mobilenet_v2,2.0,56.0,42.0,526937.25,9.0,48.73,8.0,6.0,3023815036.8,784.0,9.0
91,1265796000.0,292498849.92,1045663985.23,CFHW_SchedulePDP_hwcf,1967.09,20.63,112.0,112.0,42.0,mobilenet_v2,2.0,56.0,84.0,254237.0625,112.0,29.77,8.0,6.0,2603958835.15,784.0,112.0
92,1299731200.0,431099519.04,867700486.04,CFHW_SchedulePDP_hwcf,1817.09,25.12,224.0,56.0,84.0,mobilenet_v2,2.0,112.0,42.0,218990.375,45.0,41.73,8.0,6.0,2598531205.08,784.0,45.0
93,1328096000.0,479438771.52,681249961.44,CFHW_SchedulePDP_hwcf,1611.21,21.12,224.0,56.0,84.0,mobilenet_v2,2.0,112.0,42.0,274540.375,18.0,45.21,8.0,6.0,2488784732.96,784.0,18.0
94,1306873600.0,301837712.64,1047732048.9,CFHW_SchedulePDP_hwcf,1953.21,21.71,112.0,112.0,42.0,mobilenet_v2,2.0,56.0,84.0,257587.0625,56.0,30.14,8.0,6.0,2656443361.54,784.0,56.0
95,1296992000.0,428671269.12,906488610.08,CFHW_SchedulePDP_hwcf,1725.91,21.79,224.0,56.0,42.0,mobilenet_v2,2.0,112.0,84.0,251158.09375,36.0,26.16,8.0,6.0,2632151879.2,784.0,36.0
96,1296992000.0,434842917.12,863095088.16,CFHW_SchedulePDP_hwcf,1728.21,24.59,224.0,56.0,84.0,mobilenet_v2,2.0,112.0,42.0,223692.375,36.0,42.15,8.0,6.0,2594930005.2799997,784.0,36.0
97,1371532800.0,311473870.08,903982696.92,CFHW_SchedulePDP_hwcf,1817.09,22.82,112.0,112.0,42.0,mobilenet_v2,2.0,56.0,84.0,266370.0625,45.0,31.35,8.0,6.0,2586989367.0,784.0,45.0
98,1265796000.0,405999874.08,1047852764.27,CFHW_SchedulePDP_hwcf,1964.79,22.2,224.0,56.0,42.0,mobilenet_v2,2.0,112.0,84.0,234561.09375,112.0,23.43,8.0,6.0,2719648638.35,784.0,112.0
99,1299731200.0,424927871.04,911094007.96,CFHW_SchedulePDP_hwcf,1814.79,22.2,224.0,56.0,42.0,mobilenet_v2,2.0,112.0,84.0,246456.09375,45.0,25.48,8.0,6.0,2635753079.0,784.0,45.0
100,1266732800.0,420659910.72,1010845578.02,CFHW_SchedulePDP_hwcf,1953.21,25.03,224.0,56.0,84.0,mobilenet_v2,2.0,112.0,42.0,210403.375,56.0,40.62,8.0,6.0,2698238288.74,784.0,56.0
101,1653497600.0,642902231.04,683841810.56,CFHW_SchedulePDP_hwcf,1580.79,15.13,224.0,56.0,42.0,mobilenet_v2,2.0,112.0,84.0,557641.09375,9.0,35.3,8.0,6.0,2980241641.6,784.0,9.0
102,1328096000.0,473267123.52,736215323.36,CFHW_SchedulePDP_hwcf,1608.91,18.99,224.0,56.0,42.0,mobilenet_v2,2.0,112.0,84.0,304076.09375,18.0,31.05,8.0,6.0,2537578446.88,784.0,18.0
103,1439334400.0,364181702.4,713363300.32,CFHW_SchedulePDP_hwcf,1611.21,20.55,112.0,112.0,42.0,mobilenet_v2,2.0,56.0,84.0,325369.0625,18.0,35.4,8.0,6.0,2516879402.7200003,784.0,18.0
104,1432864000.0,345858781.44,744635464.56,CFHW_SchedulePDP_hwcf,1657.29,24.69,112.0,112.0,84.0,mobilenet_v2,2.0,56.0,42.0,267226.25,27.0,46.27,8.0,6.0,2523358246.0,784.0,27.0
105,1371532800.0,312491439.36,861224215.0,CFHW_SchedulePDP_hwcf,1814.79,25.61,112.0,112.0,84.0,mobilenet_v2,2.0,56.0,42.0,237395.25,45.0,45.51,8.0,6.0,2545248454.36,784.0,45.0
106,1306873600.0,302855281.92,1015705742.98,CFHW_SchedulePDP_hwcf,1950.91,24.46,112.0,112.0,84.0,mobilenet_v2,2.0,56.0,42.0,228612.25,56.0,44.7,8.0,6.0,2625434624.9,784.0,56.0
107,1325254400.0,456501466.56,809882081.52,CFHW_SchedulePDP_hwcf,1657.29,20.64,224.0,56.0,42.0,mobilenet_v2,2.0,112.0,84.0,276852.09375,27.0,28.05,8.0,6.0,2591637948.08,784.0,27.0
108,1653497600.0,649073879.04,625790624.64,CFHW_SchedulePDP_hwcf,1583.09,16.51,224.0,56.0,84.0,mobilenet_v2,2.0,112.0,42.0,511749.375,9.0,46.29,8.0,6.0,2928362103.68,784.0,9.0
109,1266732800.0,414488262.72,1043824443.94,CFHW_SchedulePDP_hwcf,1950.91,22.02,224.0,56.0,42.0,mobilenet_v2,2.0,112.0,84.0,237869.09375,56.0,23.91,8.0,6.0,2725045506.66,784.0,56.0
110,1432864000.0,344841212.16,794548730.48,CFHW_SchedulePDP_hwcf,1659.59,22.18,112.0,112.0,42.0,mobilenet_v2,2.0,56.0,84.0,297515.0625,27.0,33.08,8.0,6.0,2572253942.64,784.0,27.0
111,1439334400.0,365199271.68,658680178.4,CFHW_SchedulePDP_hwcf,1608.91,22.71,112.0,112.0,84.0,mobilenet_v2,2.0,56.0,42.0,294324.25,18.0,47.82,8.0,6.0,2463213850.08,784.0,18.0
